content,score
𝘚𝘢𝘯𝘨𝘢𝘵 𝘣𝘢𝘨𝘶𝘴 𝘢𝘱𝘭𝘪𝘬𝘢𝘴𝘪 𝘯𝘺𝘢,5
"Kenapa ya kalo bikin sw selalu pecah, padahal aslinya jernih😭",1
mau update,5
Sangat bagus,5
Bagus dan membantu komunikasi dg lainnya,5
Tolong dong balik I Wa kek dulu lgi ga nyaman tau panel yang sekarang di bawa klo yang dulu tuh ak nyaman,5
"baguss, baik cuma klo udah update selalu ketinggalan",5
Bagus,5
sangat bagus,5
Aku suka,5
sangat cocok,5
ok,5
Mantap,5
Selamat,5
sayang,4
selalu terkena blokir padahal tidak pernah melakukan hal aneh,2
Wa saya di blokir,3
wa knp yaa?? kalo mau fto di kamera wa jadi gelapp??,1
Sangat bagus,5
😎,5
Bagus,5
Akun saya tidak dapat digunakan untuk WhatsApp katanya akun spam :) padahal kartu saya baru diaktifkan heran ini aplikasinya ngebug atau gimana ya min tolong min,1
Kenapa akhir2 ini wa tidak ada pemberian wa masuk ..padahal setingan sudah bener,4
Whatsapp,5
Keren,5
Aplikasi ini sangat bgus,5
Keren banget,4
gak bisa bahasa indo,4
Sehat. Uang. Waktu,5
buyuk,1
"Aman , semoga mempermudah silaturahmi",5
Berapa kali di spam ..brganti nomor tak di kirim kode verifikasi ..wooww keren skrng aplikasi WhatsApp.. bikin bete 😠,1
Mantap,5
Sangat baik,5
Minan askia di jawa tengah terima,5
Semoga notifikasinya bisa semuanya bunyi ( nada sambung),5
Bagus bgt mantap,5
WA KENAPA SIH NGIRIM VIDEO GABISA FOTO GABISA TOLONG DIPERBAIKI SEGERA,1
SAya puas d'engin aplikasi ini,5
Bagud,4
WhatsApp saya sering di blokir oleh pihak whatsapp,1
Bagus Sayang nya meta ai gk muncul di wa saya,5
Mantao,2
"wa saya susah untuk menelpon dan susah menerima telepon, jika buat telpon sering banget panggilan gagal itu kenapa sih kira2 udah nanya bantuan wa tetap tidak menemukan solusi",3
"2 bintang dulu buat percobaan,nanti bila bagus kita tambah.",2
sudah di update tapi fitur ai tidak ada,4
.sangat puas,5
"PLISSS LAHHH BALIKIN STATUS WA NYA SEPERTI SEMULA, JANGAN NGACAK KAGA DANTA JANCUKKKKK",1
"Payah setiap upload video atau Poto,, jadi blur...",2
Ssipp,5
Ini sangat bagus tapi agak lain sedikit,5
untuk sekarang b2 dulu dikarenakan sy masih blm bisa menggunakan fitur tag sw. ini kenapa lama bgt smpe skrng sy blm bisa,2
good,5
Cukup keren,5
ga bisa video call sambil buka aplikasi lain,1
Suka hilang akun WhatsApp nya,5
ok,5
kenapa aku gak ada meta AI nya?!!,1
Bagus,5
Di Suruh download aja supaya bisa chat chat tan sama temen atau keluarga,4
Ok,5
eror banyak bug nya,1
Ok,5
"untuk whatshaapp yth saya menyarankan untuk chat yang Terkunci dan ketika lupa sandi ituu chat tidak benar benar kehapus namun di pindahkan ke sampah. jadi saya mohon untuk menambahkan fitur sampah. agar chat yang terhapus dapat di pulihkan. dan untuk menambah keamanan fitur sampah itu dapat di kunci mengunakan password,kode dll ratting akan ku upgrade setelah adanya update tersebut 🙏😭",2
sangat mudah digunakan.,4
"waktu di update, wa nya tetep gabisa buat nge like status orang😔😔",4
Mantap,5
Kurang memuaskan,5
Aplikasi ga work it Kenapa setiap saya cht cewe ga pernah di bales,1
Bagus juga💯👍 .,5
Ok,5
Sangat membantu,5
Mantap,5
Oke,5
Tlp wa krtu telkomsel Kurang bagus..putus2 dijln,2
Bagus,5
"udah coba instal ulang supaya ada fitur musiknya, tapi ttp aja ga ada🥺 mau di update lagi tapi gabisaa,, gimana donggg",2
Tolong dibantu pihak WhatsApp saya tidak bisa di verifikasi nomor telepon saya,1
Mantap,1
Apk kocak anjj tiba tiba wa gua kena bened tolol bet ni apk minimal buka nomor wa gua lgi tolol,1
semakin di update smakin banyak lagnya gjls bgt,4
Luar biasa,5
Bagus,5
"aplikasi lelet,kirim kode verifikasi nya lama bener",2
Kalau sdah d blokir ampun repotnya,5
Bagus,5
Is the beast,5
kurang Min cewe ngk ada yg ngechat gw buka wa ge males,4
Tidak baik,1
Apk y luar biasa,5
7uz,5
kenapa wa gue gak bisa di buka woyy,2
Ini teh wa macam apa kok sepi banget ngga ada yg ngechat seumuran atau beda dikit bisa kali ya? Lah ini yg yg ngechat obos aja sama saudara,1
bagus bgt,5
aplikasi nya bagus saya suka,5
Saya butuh dengan whatsApp,5
knpa sekarng gak bisa bikin status video yah format tidak file Mulu aneh gak Kya biasa nya,1
Very good,5
baguss sangat baguss,5
"untuk pihak wa tolong hapus saluran karna di salah gunakan oleh oknum untuk mengirim link"" por*o",2
ok,5
alah alah kesuen update,3
mantap,5
Bagus,5
Belum ada fitur musik buat sttz wa......,3
Ok,5
sama ajah meskipun sudah di update,1
Ok,5
Semoga bisa dapet fitur terbaru,5
kenapa ya saya sering update tapi meta ai saya belum muncul,5
Cuanggih!,4
bagus dan jadi gampang berkomunikasi dengan orang tapi minus nya wa sy tidak ada meta AI padahal sy udah pembaruan,5
Bagus,3
Kenapa WhatsApp saya tidak bisa mengunakan pitur proxy nya,1
mantqp,5
Banyakin temanya dong!!,3
Kurang bagus,5
Mungkin gk hrus ada kuota ny jdi of,5
"aplikasinya makin sini makin boros ke batre hp saya,, please perbaiki dong!!",1
Hbis d do lod waya gx k buka lh knpa,1
Bagus,5
Cuman GK bisa masuk link aneh ya gitu,1
"Untun sekarang saya kurangi dulu bintangnya,soalnya untuk waktu sttus tidak sesuai,saya ingin kembali ke waktu sttus sebelum saya perbarui,sekarang sttus yg paling atas adalah orng yg oaling sering di hubungi,bukan sesuai urutan waktu..smoga ada pmbaruan kmbali",3
Setelah update terbaru upload gambar loading lama sekali jadi lelet 👎🏻,1
Membantu,4
beberapa fitur WA tidak terdapat di ponsel saya,1
oke,5
Ok,4
Bagus,3
Baik,5
Keren,5
bgus bnget,5
Tolong kasi fitur mebatalkan penghapusan secara permanet,1
Tidak da notifikasinya kontooollll,1
Bagus,4
Selalu update,5
"Apansih kode gw g masuk""anj",1
Whatsap udah kaduwasa carnya,3
Mantabs,3
Kenapa pas di upadate gagal di pasang,5
Sangat bagus dan menarik,5
Aflikasi whatsapp yang terhapus,1
Meta Al saya kok belum muncul ya? 😭,5
Perbarui aplikasi ini karna belum pembaruan,5
Susah mendonlot,5
"Saya mau komen di aplikasi whatsapp ini, kenapa whatsapp saya tidak bisa digunakan lagi, dan kenapa akun whatsapp saya kena spam apa masalahnya?? Hingga harus 24 jam tidak bisa digunakan. Apakah ada yg lebih baik dari ini???",1
Cukup membatu,2
Bagus cuman kok punyaku gak ada love nya?????,3
Aku gk ada meta ai di whatsapp,3
Aplikasi bagus saya kasih bintang 5,5
Ini sudah cukup baik,4
Tiap bikin status sering ngeblur tolong di perbaiki,1
Woi ini kok video kalo masuk status wa jadi burik,5
Mantap,5
Bagus,5
sekarang watsaap makin jelek terima panggilan watsaap gak kaya dulu lagi gak nampak penelepon nya harus di keluar kan dl warsaap nya baru bisa,2
Sangat bagus,4
Diolch am eich gwasanaeth i ni,5
Selalu meminta Instal Ulang,3
Karepe,5
Erol,1
Mantap,5
"Whatsap Jane knp...tiba""ngeblokk akun ku...pdhl q lohhh ga LG aneh""...",2
Good apps,4
Aplikasi ini sangat diperlukan karna bisa untuk menelfon aku rate Bintang 5,5
Good,5
Okay,4
masyaa Allah baguss🤩,5
Tolong buka blokir akun saya karena WhatsApp saya banyak data penting,5
Kenapa di download susah sekaliiiii,4
Kok gak ada meta AL nya sihh,5
Baik bagi masyarakat Indonesia,5
Saya kasih⁵,5
wa bagusin,5
Wow kren banget,5
Aplikasi nya buruk tidak ada orang Chet,1
Kok wa saya sudh saya update ke versi terbarunya wa. tapi fitur pakai musik d story wa gak ada yaaa kenapa gak muncul yaaaa!!!,1
Ini kenapa si minta update mulu tpi kirim chat malah pending,4
Dikit-dikit update mulu apa ga sekalian full update...,5
Tolong min bantu memperbaiki watshap Dah aku kasi bintang ful knpa ada kendala,5
Sangat baik,5
mantappp,5
sangat bagus,5
"Kk nya ramah bingit, kusus unt km yg gaptek . 👍",5
saya sudah lama mendapatkan vitur kunci chat tapi tidak berfungsi sama sekali mohon pihak whatsapp tolong di fungsikan🙏🏻,4
LEMOT ASUU,1
ok,5
Sangat bagus,5
layanan nya sudah lebih baik.,3
udah update setiap kali tapi kenapa ga ada fitur audio nya??,4
Kenapa akhir akhir ini WhatsApp sy selalu kenak spam.,1
😀😀,5
Best app,5
Saya tidak fitur musik di story..pdhl.sudah update,2
Aplikasi yang sangat berguna,5
Sangat membantu,5
Jelek,2
Sangat membantu,5
"kalau aplikasi nya dijadikan sebagai perangkat pendamping malah error, itu malah tidak bisa login, harus cek koneksi internet, tapi internet saya normal dengan speed 5MB/s",1
Sangat bagus,5
"Asuu kenapa kontak gue jadi dobel"" Anying",1
Good,5
Baik,5
bagus,4
Lemot,1
Keren banget,4
Ada apa dengan WhatsApp sekarang.....?,5
aplikasi sampah. gada cewe chat gweh😭,1
"makin diupdate makin sering error. tiba-tiba ga bisa share video maupun foto, di chat dan status",2
Knpa login akun sulit banget Penjelasanya akun kena spam,1
Selalu kena sepap,1
ga adil banget udah update 2x tapi ttp ga ada fitur musiknya,1
bukavu ath,4
Semoga sukses selalu,1
Bagusas pokoknyaa ini rekomendit bgttt,5
Saya tidak bs masuk ke aplikasi wa gak BS di daftar dan gak BS dibuka,1
Bagus,5
Senang sekali,5
hm yang lain dah pda bisa like sw punyaku dah diupdate di instal ulang tetep ga muncul fiturnya apa karna hp ku yg jadul mwhaha:'),4
Bagus sekali,2
Bagus,5
"kami..seorang petani kebun,",5
"cih, makin lama ngirim foto voice note dsb",1
sayang update telat di hp saya,5
Ok,5
Setiap Update pasti ada masalah terus menerus,1
"tag story dan repost story, lama sekali meresponny",4
Sangat buruk versi ini,1
Baguss,5
di WhatsApp ku kenapa tidak bisa update status pake lagu???,1
Knp di HP vivo v40lite blm bisa tag story ya,4
WA nya jelek,1
"Sering Diblokir Sementara Jadi Males pakai Aplikasi Whatsapp Lagi, makin banyak update ku kira makin bagus malah makin diblokir sementara berkali² sampai minta otp nunggu 32 jam",1
kerennn,5
Luar biasa,5
"masa fitur like story di whatsapp ku belum muncul, padahal udah sering update, malahan yang udah ada fitur like story nya whatsapp business ku. whatsapp pribadiku belum tersedi..sangat mengecewakan sekali",3
Good,5
jadi sering ngelag pdhl telfon udah di angkat tp gaada suara dan telfon gabisa di matikan kecuali hp d restart. udah 2x begitu kirain hpnya bermasalah ternyata aplikasi tidak merespon,5
Bagus aplikasinya 👍👍👍 Min meta tolong di saya punya gak ada meta AI nya 😭,5
"Highly recommend this company! Edgar and his crew were efficient, professional, and did an amazing job with my trees. I’ll definitely use them again.",5
"WhatsApp sekarang semakin buruk, apa"" sedikit kena pelanggaran, sangat"" buruk WhatsApp",1
Aplikasi iniemang luarbiasa aq bisa terhubung dengan kluarga secara cepat,5
"whatsaap ckrg gk suka , urutan story brantakann , sama ajh kek gk punya paket klo gt... kembalikan kesemulaa donk urutan story nya ..., plis perbaikii stori yg acak acakannn kesemula ...",1
ok,5
"Ini kenapa jadi lemot banget ngirim foto, padahal sinyal kenceng & kuota cukup Semenjak di update jadi lemot banget kaya gini. Tolong dong diperbaiki, terimakasih...",1
arjunkumar,1
sangat bagus.,5
sangat berguna,5
Watsap tolong di prbaiki,1
Saya suka aplikasi ini,5
"Ka saya tisak busa masuk wa di karnakan spam,mohon di bantu",5
Kok belum update aplikasi ku,5
manfaat banget,2
Sangat membantu,5
Tolong benahin WhatsApp saya diperbarui gak malah enak malah ngebug tiba-tiba keluar sendiri,1
Menurut saya ini apk udah mantap tinggal pakek kalaupun ada yg komen ini itu salah bikin apk sendiri menurut selera kalau aku apk ini sangat bermanfaat,5
Gooodddddddddddd,5
Seru,5
Story WA urutannya random..tidak suka,1
Good,5
Susah mendapatkan apl wa,1
"Haddehh kok makin di perbarui makin gk enak ya,buat sttus juga tampilan berubah gk kya versi yg seblm nya,nyesel di perbarui kirain lebih nyaman lgi tampilan nya,ternyta Versi yg terbaru sangat jelek kualitas nya,!!! Untuk tampilan sticker dan emoji juga malh bikin ribet!!! Super ribet nih versi yg sekrg! Pokoknya yg blm di perbarui mending jangn deh percuma gk nyaman! Kenapa sekarng harus ada AI segala!!!..",1
punya ku sudah di update tapi fitur baru musik yg di story ga muncul minnn,1
Bagus sekali aplikasi ini,4
Kenapa lama2 liat status story gak bisa muter2 terus pdhal kuota ada,5
Saya sangat bersyukur ada WhatsApp karena saya bisa kabari saudara,3
aku beruntung mngenal WhatsApp,5
"Aplikasi wa sekarang sangatlah buruk, ketika saya membuat grup dan menambah kan teman saya, wa saya jdi ke kenon(banned), tolong perbaikan nya",1
Aplikasi ini sangat membantu saya untuk silaturajmi,5
Siip,5
Aplikasi nya sangat luar biasa saya sangat puas dengan ini terimakasih Meta,5
"sangat di perlukan,mempermudah urusan n kabar.",5
Sanggat berguna untuk berkomunikasi,5
Bagus apk nya,4
tidak ramah pas vc mati sendiri. perbaiki!,1
Pipa,5
Ok,5
Mohon di bantu kk akun saya kok sekali masuk kena spm terus gimana ini,5
Mantp,3
Suka,4
Baik,5
"gak bisa mabar apk cacat,udah download buat mabar sama adek tapi gaada fitur mabarny buadjingan.",5
aplikasi baik dan bisa membantu,5
Kenapa kok whatsapp nya jadi suka eror gitu ya,3
terkadang error,4
ini habis di update napa malah banyak kontak yg tersimpan sama persis dg nomor teleponnya... tolong diperbaiki!!!!,1
Good,5
Baik,5
kenapa wa di hp vivo file tidak format kalau kirim video,5
Akun wa saya tiba2 d spam o,1
Washap tidak bisa di gunakan kenapa ya kaya ada bacaan nya spam,1
bagus bangett,5
"Setelah diupdate versi terbaru, Penampilan Status atau story tidak enak. Lebih nyaman versi lama. Susunan bersusun kebawah. Bukan berjejer kotak². Mohon developer merubah kembali tampilan ke versi lama.",2
baik,5
Ok,5
Baik,5
"Ga bisa mention grub, sebelumnya bisa tapi setelah update ga bisa lagi",3
Sedih,5
Good,5
Punya saya belum ada fitur meta ai,1
Saya suka dgn aplikasi ini,5
"Agak lemot dikit terus update nya sering banget deh,,,, andai update nya 2 atau 3 bukan sekali",4
Memudahkan chat,5
Daftar Nomor sulit menerima kode verivikasi,1
"kenapa sekarang sekarang akun saya terblokir berkali kali...? itu sangat menggangu dan merugikan saya. padahal jelas jelas saya tidak melakukan tindakan pelanggaran ataupun spam. segera diperbaiki sistem WhatsApp, karena sangat merugikan pengguna. terimakasih",1
Wa saya tidak bisa di pake lagi gara gara putus jaringan,5
O es..49. D xx. X xx. Xw ezzz sh di z di z di tz xx zx6 xx x xx es XD di z re di yxx ss d,5
bagus,5
Aplikasi sangat membantu,5
💕💘💘😘💕😘😭😭😍❤😊😊👌✌😢😢💘💘💀💀✌👌👌💯💯😍😘💀💘,5
Bintang 1 karna akun aku tidak melakukan spam malah di blokir Dasar gak guna apk gak guna,1
Sekarang mengunduh app WhatsApp aga lama,3
UPDATEAN ANEH BIKIN RIBET,1
Bekerja keras dan kepala keluarga,5
"BUG di file, sebelumnya file tersebut tidak keluar di WA tetapi tiba-tiba file tersebut keluar sendiri saat mau update story.. Bikin pusing aja biar file tersebut ga keluar di WA lagi!!",1
efektif efesien,5
min kok aku belum dapet fitur sw yang ada musik nya sii!!,3
Mantap apk ny bagus banget Mantap pokok nya👍👍,5
Paulalis,5
"Kenapa kalau mau di perbarui slalu full memory nya, padahal sudah banyak berkas di hapus",3
Sungguh lubiaasa,5
Kecewa di hp ku belom ada saluran nya padahal mau masuk saluran ngawi tv,3
Ketika saya membuka voice note tiba tiba layar saya mati sendiri dan tidak bisa di pencet apa apa kecuali tombol keluar dan suara kecil padahal suaranya udah di besarkan tolong dong ini kok bisa nge bug gini yah!!!!,2
Bagus 👍🏻,2
Is The Best,5
mantap,5
"Hallo WhatsApp, Kenapa setelah di update di bagian Status acak waktunya tidak berurutan ,tolong lah di perbaiki.",2
WHATSAPP KO HP AK BELUM ADA FITUR GANTI TEMA CHAT GT SIII YG LAIN UDAA ☹️☹️☹️,4
Biasanya sangat bagus untuk berkemonikasi langsung.,5
bagus untuk berkomunikasi dengan jarak jauh,5
Aplikasi bagus bermanfaat untuk mengirim kabar berita momen dan banyak lagi kepada orang lain yang berada jauh dari kita,5
"WhatsApp sekarang jelek, sering eror lalu tiba tiba keriset, tolong lah di perbaiki lagi, semakin di update semakin jelek aplikasinya, bikin ga nyaman padahal banyak chat penting seperti dokumen jadi hilang semua",1
"aplikasi nya sangat bagus, tapi terlalu keseringan update",5
Saya menykai nya .,5
Bagus,3
Good,5
Bagus banget,5
"Mau tanya tolong di jawab, ini kenapa pada saat saya video call tapi kameranya ngezoom sendiri?",5
Excelent,5
Ok,5
Mantap,5
knp g ada yg rubah,1
Sangat baik,5
Pelayanan baik dan jelas,5
jelek gabisa di buka,1
"hallo WhatsApp, kenapa saya tidak bisa membuka file video di dalam WhatsApp, dengan alasan format tidak di dukung",2
no saya dipakai orang tanpa seijin saya. tolong pulih kan LG wa saya,5
"mengapa di WhatsApp saya tidak ada fitur like?, walaupun saya sudah update, tetapi masih saja tidak ada fitur like?",2
sangat di sayangkan whatsapp yang saya gunakan tdk ada fitur meta AI,4
bagus banget,5
fitur musik ohhhh,5
Lama bngt,2
"Untuk tampilan story jadi aneh, tidak ada informasi kapan story dibuat, story orang yang terbaru muncul bukan paling atas melainkan di tengah, sedangkan yang atas story yang sudah lama (bukan terbaru)",1
"Dgddc credence,",3
Seru saya bisa berkomunikasi di whatsapp dengan teman teman saya!,5
Apk buriq LAPAN bit g ad pintu,1
Ko si aku kga ada pitur musik nya Tolong lah,3
Baguuuuuus bangeeet,3
Bagus sx tapi kenapa wa saya tidak terbuka,5
Grondpol merch,5
Sangt berguna,5
👍👍👍👍👍👍👍👍👍👍👍,5
"Aplikasi nya bagus banget tapi tolong untuk fitur like nya kenapa kok di aku kemarin gak ada, lalu baru muncul baru² ini lalu gak ada lagi. Tolong diperbaiki karena teman-teman ku yang lain katanya ada 🙏",3
bagus,4
knp ya keluar² trs?,1
mandraaa,5
Mantap,5
Sangat bagus,5
"hp baru malah belom update wa nya,,",1
Apakah whatsapp tidak bisa membuat fitur HD untuk story juga? Setiap upload foto di story kualitasnya sungguh buruk. Gambar dan video yang di upload menjadi buram. Semoga whatsapp bisa menambahkan fitur HD nya di story juga.,4
"Meta AI nya tolol,kalah pinter ama chat gpt",1
"Lemot pooollll, lihat story lemot, laporan foto2 lemot.",1
"fitur 1x lihat tolong dihilangkan,merugikan saya melihat keelokanya!!!! #badmood #gamaulagi #walidgay",1
baik,5
bagus,5
Saya suka wasapp mesengger karena. memudahkan mengirim pesan dan memudahkan ber Komo ikasi dengan temen keluarga dan kebutuhan yang sangat penting,5
👍👍👍👍👍👍👍,5
tetap yang terbaik,5
buat status wa vidio gak bisa. format file tidak di dukung,1
Ok,5
Sangatlah bagus,5
"Asal blokir akun,padahal tidak melakukan kesalahan apapun , spam atau penipuan",1
bagusssss,5
bagus sekali,5
"kalo WhatsApp mah ya WhatsApp aja, ga ush sok²an di miripin sama Instagram. Kesel gue lama² kalau minta update terus",2
"Udah bagus, tapi tolong buat meneruskan pesan ke grup bisa lebih dari 5 grup",5
Bagus begat gila kayak apa gitulih huhuhuhuhu sori kayak orng gila tapi bener loh ini teuh aplikasinya keren banget rek kayak di masa depan gitu loh waw 😘😘😘😘😘😘😘😘😘😘😘.waw ppppp dan bisa bikin grup coy aaaaaaaaaaaaa saking keren nya saya sampe tantrum coy bener dah ouh cobain deh aplikasinya di jamin tak terduga gays huhuhuhua 🐵🐵🐵🐵🐵🐵🐵🐵🐵🐵🐵🐵 wah cobain cobain cobain cobain 마너어쥬나ㅓㅜ나ㅐ느ㅜ아ㅜ냐ㅜ누나ㅗ우우ㅡㅏ나ㅐ내자ㅡ누아어어아대안 나나웅 나나야얘제배자엉 ㅐ내카어 اسکسجڈجنسجیقنسنسنبوجویھہیہہہہہہہہہہہہسجڈھھویجعھکعجھ,5
